0, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.01, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.02, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.03, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.04, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.05, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.06, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.07, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.08, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.09, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.1, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.11, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.12, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.13, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.14, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.15, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
0.16, 1.42673e+029, 1.51922e+029, 1.51922e+029, 3.76462e-039, 1.50705e+029, 1.51922e+029, 1.51185e+029
